,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6
massiv,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.8549778119880802E-4,1.829990926557081E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
master,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.6488806160558454E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
match,4.8771942008990424E-8,6.572063996130369E-7,0.0019359669966485806,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.6488806160558454E-4,5.71950792057494E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
materi,5.365401340409037E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.958026409954198E-4,1.486889071693557E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
matern,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,1.944358211511589E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
matt,1.4636459796898025E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.664529695503574E-4,1.201068470511367E-6,8.244918323269057E-5,1.1436728495450789E-8,0.0013255237176667601,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
matter,5.853120760498941E-4,6.578636060126497E-4,9.674997484500652E-7,2.490292838515467E-7,3.664529695503574E-4,1.201068470511367E-6,5.255581544869955E-4,6.061580469873873E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
max,2.4390848198696112E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.812901173344312E-4,4.575835071029861E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
may,0.0026825055824364822,0.0032866892044647973,0.0019359669966485806,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,0.0015457392743515584,0.0014067290416689426,0.002650385004690009,0.0066011784707335885,0.002546863095795868,0.004819575153459641,1.4396940937989497E-6,2.0727141279511305E-7
mayb,7.316279020768653E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.473269399784785E-4,4.575835071029861E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mayor,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,1.201068470511367E-6,4.4311927611410165E-4,1.1437872168300334E-4,6.624306435116243E-7,0.002641263371313319,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mccain,4.882071395099941E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.473269399784785E-4,3.4321622214847814E-5,6.630930741551358E-4,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
mcchrystal,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,7.93484509198901E-4,0.0012466148427326316,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mcconnel,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.473269399784785E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mcdonough,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.7519292140219628E-4,1.1448165223946239E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mcguin,2.9268042399595154E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.005857756209565704,1.201068470511367E-6,1.0304859796611746E-8,5.71950792057494E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mdf,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.06200244530201E-5,1.3725217867390492E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mean,6.340840180588845E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.0014647136175534269,1.201068470511367E-6,7.625699298090658E-4,8.806395308782063E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0026777797291913864,1.4396940937989497E-6,2.0727141279511305E-7
meaning,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,4.12297440462436E-5,1.2581545017845413E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
meant,1.951365399779707E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,1.201068470511367E-6,1.545832018089728E-4,1.829990926557081E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
meantim,1.4636459796898025E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,1.0294199318755255E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
meanwhil,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.09156098758149E-4,1.3725217867390492E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0010714331609901948,1.4396940937989497E-6,2.0727141279511305E-7
measur,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.915949771310429E-4,6.061580469873873E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
media,3.4145236600494197E-4,6.572063996130369E-7,0.0048384662419987765,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,0.0011541546020803122,7.205253319418952E-4,6.624306435116243E-7,1.3199716998067561E-6,5.097800357711785E-4,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
medic,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.2366862241913756E-4,3.431132915920191E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
medicar,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.473269399784785E-4,1.1448165223946239E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
meet,0.007803559493380477,6.572063996130369E-7,0.0038709664935487114,2.490292838515467E-7,0.004393408678894944,1.201068470511367E-6,0.0017003121713007347,0.002253046950332301,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,0.007199910163088547,0.025287319632416587
megan,5.853120760498941E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.06200244530201E-5,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
melann,0.001999698394310616,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0304859796611746E-8,6.86318077012002E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
member,3.4145236600494197E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.008420364388239532,1.201068470511367E-6,0.0019991531054024754,0.0010178802728236158,0.0013255237176667601,1.3199716998067561E-6,0.0010190508007773508,5.354488560670639E-7,1.4396940937989497E-6,0.0014511071609785865
memo,0.0017070667422566738,6.572063996130369E-7,0.002903466745098646,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.3702208018186677E-4,2.630561921238636E-4,6.624306435116243E-7,0.013201036969767368,5.092707650061723E-7,5.354488560670639E-7,0.005760216069289598,2.0727141279511305E-7
memori,2.4390848198696112E-4,0.0013150700056256865,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.2671722038525503E-4,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
men,4.8771942008990424E-8,0.0072299276021430174,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.358630142836073E-4,6.061580469873873E-4,6.624306435116243E-7,1.3199716998067561E-6,0.0015283215657835231,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mental,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,7.214432343607883E-5,3.4321622214847814E-5,0.0013255237176667601,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mention,0.0012193473221667696,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.770824534700543E-4,2.516194636284128E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mercatu,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,2.2884893719397028E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mere,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.133637626225258E-4,1.829990926557081E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
merit,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,7.214432343607883E-5,4.575835071029861E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
merkel,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0305890282591406E-4,6.86318077012002E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mess,4.877194200899042E-6,6.572063996130369E-5,9.674997484500654E-5,2.4902928385154668E-5,3.6608688266768976E-5,1.201068470511367E-4,1.0304859796611746E-6,1.1551095780405297E-4,6.624306435116243E-5,1.3199716998067563E-4,5.092707650061724E-5,5.354488560670639E-5,1.4396940937989498E-4,2.0727141279511307E-5
messag,0.002341101988373549,6.572063996130369E-7,0.0067734657388989076,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.904359112327836E-4,7.205253319418952E-4,0.0013255237176667601,1.3199716998067561E-6,0.002546863095795868,0.0010714331609901948,1.4396940937989497E-6,2.0727141279511305E-7
met,0.0010730314961397984,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,1.201068470511367E-6,2.67936659571702E-4,5.375376760146825E-4,0.0013255237176667601,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
method,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,1.3725217867390492E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mexican,9.759265595998983E-5,6.578636060126497E-4,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.153460384285534E-5,1.486889071693557E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,4.147500970030212E-4
mexico,4.877681920319132E-4,0.0013150700056256865,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0305890282591406E-4,3.659867485829207E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,4.147500970030212E-4
michael,2.4390848198696112E-4,0.005915514802916944,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.5763179977509026E-4,1.486889071693557E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
michel,3.9022430801393234E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.7519292140219628E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
michigan,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0305890282591406E-4,1.1436728495450789E-8,0.0013255237176667601,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
microsoft,9.759265595998983E-5,6.572063996130369E-7,0.0067734657388989076,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.06200244530201E-5,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
middl,4.3899625002292276E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183018926565013E-4,0.0012809250282189838,0.0013255237176667601,1.3199716998067561E-6,0.0010190508007773508,5.354488560670639E-7,1.4396940937989497E-6,4.147500970030212E-4
mideast,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.153460384285534E-5,1.2581545017845413E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
midst,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,2.2884893719397028E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
midterm,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.0610750079203154E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
might,0.0016582948002476833,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,0.001164459461876924,9.721333588418126E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.002142330873124323,1.4396940937989497E-6,2.0727141279511305E-7
miguel,2.4390848198696112E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,4.12297440462436E-5,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,6.220215097981342E-4
mike,6.828559600678749E-4,0.0032866892044647973,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.0610750079203154E-4,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,0.0015283215657835231,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
mile,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,8.006853619665098E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
miliband,2.9268042399595154E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.5763179977509026E-4,9.150526469210176E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,4.147500970030212E-4
milit,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,2.630561921238636E-4,6.624306435116243E-7,0.002641263371313319,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
militari,4.882071395099941E-5,6.578636060126497E-4,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,4.2250955652087816E-4,0.0032366056009410686,0.0013255237176667601,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
militia,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.06200244530201E-5,5.032274905283302E-4,0.0013255237176667601,0.005281206770926832,0.0020375923307896955,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mill,0.0017070667422566738,6.572063996130369E-7,0.0038709664935487114,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.339734822157493E-4,2.2884893719397028E-5,6.624306435116243E-7,0.0013212916715065629,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,6.220215097981342E-4
millennium,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.153460384285534E-5,1.0294199318755255E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
million,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,0.003604406480004612,0.0014529955361820526,6.633416894646412E-4,0.003975246291713258,1.3199716998067561E-6,0.002546863095795868,5.359843049231309E-4,1.4396940937989497E-6,2.0727141279511305E-7
min,3.9022430801393234E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,0.0014511071609785865
mind,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,4.0189983692765467E-4,2.516194636284128E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mine,4.882071395099941E-5,6.572063996130369E-7,0.002903466745098646,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0305890282591406E-4,1.1437872168300334E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
minim,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,2.2884893719397028E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
minimum,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.153460384285534E-5,1.1437872168300334E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
minist,0.001365663148193741,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.006956016857568774,1.201068470511367E-6,6.904359112327836E-4,0.002504654977232218,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0010714331609901948,1.4396940937989497E-6,0.0064256210680613
ministeri,3.9022430801393234E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
ministri,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.664529695503574E-4,1.201068470511367E-6,1.4427834201236105E-4,4.0029693406927306E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
minor,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,1.201068470511367E-6,4.7403385550393685E-4,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
minut,0.0010242595541308079,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.0018308005002211165,1.201068470511367E-6,4.5342413591071336E-4,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,0.0014511071609785865
miss,8.779437281038367E-4,0.0013150700056256865,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.09156098758149E-4,3.431132915920191E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
missil,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,3.888602055738223E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mission,4.8771942008990424E-8,0.0013150700056256865,9.684672481985152E-4,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.885463791649255E-4,0.0010064435443281649,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
mistak,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.6488806160558454E-4,1.1437872168300334E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mitchel,0.0010730314961397984,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,3.545500200874699E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,8.292929225932474E-4
mix,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.7519292140219628E-4,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mobil,1.4636459796898025E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.2366862241913756E-4,2.1730927814206047E-4,6.630930741551358E-4,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mod,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0315164656408356E-5,1.486889071693557E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
model,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.3702208018186677E-4,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
moder,1.4636459796898025E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.503755379445959E-4,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
modern,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.7519292140219628E-4,3.545500200874699E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
moham,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,1.0294199318755255E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
